satellite,date,lat,lon,pointid,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,BQA
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20160823,2016-08-23,97.65316772460938,24.15859031677246,001_1,0.13611891865730286,0.11351039260625839,0.09535674750804901,0.07000847160816193,0.35463088750839233,0.1552749127149582,0.07085489481687546,0.08506596833467484,0.021672997623682022,283.8550720214844,280.14739990234375,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20160908,2016-09-08,97.65316772460938,24.15859031677246,001_1,0.41845405101776123,0.4034188389778137,0.3650892376899719,0.35771992802619934,0.49050456285476685,0.1517440676689148,0.11124704033136368,0.3721391558647156,0.012023619376122952,272.9943542480469,271.00421142578125,2800
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20160924,2016-09-24,97.65316772460938,24.15859031677246,001_1,0.5156360864639282,0.5129119753837585,0.4979649782180786,0.5041001439094543,0.6514856219291687,0.4257645606994629,0.3134133219718933,0.4928484261035919,0.06658641248941422,263.71527099609375,263.0849914550781,6896
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20161010,2016-10-10,97.65316772460938,24.15859031677246,001_1,0.13104191422462463,0.1046636700630188,0.07373917102813721,0.054430101066827774,0.17473088204860687,0.0774860829114914,0.040591515600681305,0.06552094966173172,0.006394720636308193,289.20166015625,287.1151123046875,2976
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20161111,2016-11-11,97.65316772460938,24.15859031677246,001_1,0.6122211813926697,0.6269336342811584,0.6154746413230896,0.6453025937080383,0.7570997476577759,0.536816418170929,0.38986489176750183,0.6385077834129333,0.0016123149544000626,284.6272277832031,283.8905944824219,2800
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20161127,2016-11-27,97.65316772460938,24.15859031677246,001_1,0.1106318011879921,0.0868852287530899,0.06691090017557144,0.04437021166086197,0.2696225047111511,0.1108173206448555,0.045143213123083115,0.05615073814988136,0.0010203542187809944,290.1125183105469,289.0747375488281,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20161213,2016-12-13,97.65316772460938,24.15859031677246,001_1,0.10244289040565491,0.07764675468206406,0.0555550642311573,0.033104948699474335,0.24835233390331268,0.10397431999444962,0.040990184992551804,0.04288003593683243,0.0016617580549791455,287.8169250488281,287.3182067871094,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20161229,2016-12-29,97.65316772460938,24.15859031677246,001_1,0.10815536975860596,0.08265235275030136,0.05934099853038788,0.036859821528196335,0.23308029770851135,0.09563630819320679,0.03885224461555481,0.04725363105535507,0.001494310679845512,288.2362976074219,287.51495361328125,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20170114,2017-01-14,97.65316772460938,24.15859031677246,001_1,0.10437598079442978,0.07901359349489212,0.05719543248414993,0.03423921763896942,0.2371058166027069,0.09650713950395584,0.03869389370083809,0.04461178556084633,0.0012681129155680537,286.1811218261719,285.944580078125,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20170130,2017-01-30,97.65316772460938,24.15859031677246,001_1,0.11030236631631851,0.08567114174365997,0.0632232129573822,0.039975762367248535,0.2414536476135254,0.09895540028810501,0.040713775902986526,0.05202999711036682,7.995092310011387E-4,288.394775390625,288.121337890625,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20170215,2017-02-15,97.65316772460938,24.15859031677246,001_1,0.12897171080112457,0.10365018993616104,0.07471130788326263,0.05320652574300766,0.14213092625141144,0.049418263137340546,0.022701067849993706,0.0662802904844284,0.003047691658139229,286.0299377441406,284.8863830566406,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20170303,2017-03-03,97.65316772460938,24.15859031677246,001_1,0.11958970129489899,0.09574528783559799,0.07439561188220978,0.0526520274579525,0.24671612679958344,0.11473152786493301,0.050419896841049194,0.06491561979055405,0.0012867526384070516,293.0871887207031,291.878173828125,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20170319,2017-03-19,97.65316772460938,24.15859031677246,001_1,0.11782760918140411,0.09469161927700043,0.07555805146694183,0.05261729657649994,0.267528235912323,0.119462750852108,0.05156787857413292,0.06560079008340836,0.0015619187615811825,292.203125,291.0867614746094,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20170404,2017-04-04,97.65316772460938,24.15859031677246,001_1,0.38096553087234497,0.3709449768066406,0.3409293591976166,0.3396624028682709,0.46504607796669006,0.382578045129776,0.3423345386981964,0.36078619956970215,0.008315907791256905,271.4534606933594,268.96051025390625,2800
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20170420,2017-04-20,97.65316772460938,24.15859031677246,001_1,0.335759699344635,0.32012856006622314,0.2812720835208893,0.27383291721343994,0.370896577835083,0.24347837269306183,0.17827479541301727,0.30199554562568665,0.007483462803065777,268.7810974121094,269.8215637207031,2800
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20170506,2017-05-06,97.65316772460938,24.15859031677246,001_1,0.7485580444335938,0.750267505645752,0.7231971025466919,0.7485580444335938,0.8151628971099854,0.6427649259567261,0.5405639410018921,0.7304028868675232,0.11827878654003143,258.93359375,259.6789245605469,6896
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20170522,2017-05-22,97.65316772460938,24.15859031677246,001_1,0.12405972927808762,0.09983517974615097,0.08542907238006592,0.05481609329581261,0.44116559624671936,0.18091240525245667,0.07072283327579498,0.07258791476488113,0.0010933163575828075,295.71075439453125,293.6571960449219,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20170607,2017-06-07,97.65316772460938,24.15859031677246,001_1,0.2772711217403412,0.26541900634765625,0.2399144172668457,0.23841415345668793,0.3972926437854767,0.28442955017089844,0.22936967015266418,0.23762115836143494,0.0024432907812297344,289.5592041015625,288.727783203125,2800
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20170927,2017-09-27,97.65316772460938,24.15859031677246,001_1,0.4492749869823456,0.44552525877952576,0.4178202450275421,0.42207154631614685,0.592337965965271,0.4068337678909302,0.2983304262161255,0.41679325699806213,0.001910685678012669,284.8126525878906,283.40679931640625,2800
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20171029,2017-10-29,97.65316772460938,24.15859031677246,001_1,0.31180015206336975,0.29375341534614563,0.2879362404346466,0.2718646228313446,0.46491342782974243,0.3254096210002899,0.28198379278182983,0.2659662961959839,0.005817161872982979,275.705810546875,273.13958740234375,2800
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20171114,2017-11-14,97.65316772460938,24.15859031677246,001_1,0.09623658657073975,0.07287026196718216,0.052391909062862396,0.030950896441936493,0.2538207173347473,0.10562979429960251,0.04019824415445328,0.04078167304396629,7.584517006762326E-4,291.1171875,290.269775390625,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20171130,2017-11-30,97.65316772460938,24.15859031677246,001_1,0.10226625204086304,0.07816129922866821,0.05543199181556702,0.03285900875926018,0.2502099573612213,0.10179728269577026,0.039799731224775314,0.043551474809646606,0.001062987488694489,289.1552734375,288.47894287109375,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20171216,2017-12-16,97.65316772460938,24.15859031677246,001_1,0.1082925945520401,0.08209647238254547,0.05842488631606102,0.0348188690841198,0.24330590665340424,0.0943257063627243,0.037146683782339096,0.04534321650862694,0.00108193582855165,287.70465087890625,287.48773193359375,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20180101,2018-01-01,97.65316772460938,24.15859031677246,001_1,0.60895174741745,0.6008532047271729,0.5629492998123169,0.5676292181015015,0.6252152323722839,0.13243131339550018,0.14434681832790375,0.5663347840309143,0.06359358131885529,252.30548095703125,252.84490966796875,6896
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20180117,2018-01-17,97.65316772460938,24.15859031677246,001_1,0.1298762857913971,0.10272591561079025,0.07551097124814987,0.05032988265156746,0.27179431915283203,0.11363771557807922,0.047714926302433014,0.06453459709882736,0.0019370001973584294,286.5779113769531,286.14959716796875,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20180202,2018-02-02,97.65316772460938,24.15859031677246,001_1,0.14606845378875732,0.12033098936080933,0.09158524870872498,0.06645552068948746,0.24868404865264893,0.10562387108802795,0.04521527886390686,0.08110187202692032,0.0012762317201122642,286.7810363769531,285.8618469238281,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20180218,2018-02-18,97.65316772460938,24.15859031677246,001_1,0.10930919647216797,0.0848965272307396,0.06444494426250458,0.04199877381324768,0.24828442931175232,0.10633135586977005,0.04522944986820221,0.05320781469345093,0.0014608214842155576,290.7418518066406,289.95574951171875,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20180306,2018-03-06,97.65316772460938,24.15859031677246,001_1,0.7685666084289551,0.7689553499221802,0.7617768049240112,0.7815760374069214,0.8238695859909058,0.5506976246833801,0.44011756777763367,0.7496744394302368,0.07849708944559097,260.41973876953125,261.48504638671875,6896
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20180322,2018-03-22,97.65316772460938,24.15859031677246,001_1,0.6413182616233826,0.6504430174827576,0.6198098063468933,0.6514086127281189,0.7328075766563416,0.5050016045570374,0.3780028820037842,0.6484153270721436,0.06891871243715286,272.5666809082031,273.1840515136719,6896
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20180423,2018-04-23,97.65316772460938,24.15859031677246,001_1,0.1386175900697708,0.11664942651987076,0.09778808802366257,0.0705757662653923,0.35153475403785706,0.15375512838363647,0.06630111485719681,0.08586754649877548,0.0012559490278363228,293.9100341796875,291.4479064941406,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20180509,2018-05-09,97.65316772460938,24.15859031677246,001_1,0.11417796462774277,0.08957548439502716,0.0645626038312912,0.042357731610536575,0.1577669084072113,0.05361136794090271,0.023716872557997704,0.05514497309923172,0.00211680238135159,293.01251220703125,291.04266357421875,2976
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20180914,2018-09-14,97.65316772460938,24.15859031677246,001_1,0.14857962727546692,0.12167222797870636,0.09146203845739365,0.0693587139248848,0.1642390340566635,0.06273002177476883,0.034598514437675476,0.08284705132246017,0.012033258564770222,284.7320556640625,282.6160583496094,3008
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20180930,2018-09-30,97.65316772460938,24.15859031677246,001_1,0.7035760879516602,0.7090235948562622,0.6812074184417725,0.6908490657806396,0.7769731879234314,0.39762207865715027,0.2464408278465271,0.7117955684661865,0.0012534110574051738,283.27349853515625,282.46484375,2800
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20181016,2018-10-16,97.65316772460938,24.15859031677246,001_1,0.11693844944238663,0.09069947898387909,0.0690082460641861,0.04276927188038826,0.32930299639701843,0.13351984322071075,0.051174942404031754,0.0557737872004509,8.175676339305937E-4,291.8968200683594,290.4294738769531,2976
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20181101,2018-11-01,97.65316772460938,24.15859031677246,001_1,0.6606746912002563,0.6619908809661865,0.6384648680686951,0.6541762948036194,0.7340494990348816,0.5263187885284424,0.3952532112598419,0.6525036692619324,0.014779146760702133,268.44781494140625,268.64337158203125,2800
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20181117,2018-11-17,97.65316772460938,24.15859031677246,001_1,0.11648016422986984,0.09135119616985321,0.06823254376649857,0.04387222230434418,0.2620212435722351,0.10917798429727554,0.044079165905714035,0.055993255227804184,0.0013007879024371505,289.6721496582031,288.91033935546875,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20181203,2018-12-03,97.65316772460938,24.15859031677246,001_1,0.10708979517221451,0.0819368064403534,0.059785742312669754,0.03678150102496147,0.272258996963501,0.10889095067977905,0.04221656918525696,0.046261269599199295,0.0013587606372311711,289.9488830566406,289.18817138671875,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20190104,2019-01-04,97.65316772460938,24.15859031677246,001_1,0.11041789501905441,0.0845697671175003,0.060279153287410736,0.037082117050886154,0.23541678488254547,0.0938485786318779,0.03797685727477074,0.04871377348899841,0.0012261224910616875,287.230712890625,286.6805114746094,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20190120,2019-01-20,97.65316772460938,24.15859031677246,001_1,0.11082988232374191,0.08642873167991638,0.06462140381336212,0.04137307032942772,0.25220924615859985,0.10202369093894958,0.04323037341237068,0.05126802250742912,0.0012488712090998888,288.386962890625,287.16363525390625,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20190205,2019-02-05,97.65316772460938,24.15859031677246,001_1,0.10824251919984818,0.08420529216527939,0.06073824316263199,0.04468341916799545,0.19595886766910553,0.10545168071985245,0.05125539377331734,0.04762430116534233,0.001680498942732811,289.76190185546875,289.0060119628906,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20190221,2019-02-21,97.65316772460938,24.15859031677246,001_1,0.1419646441936493,0.11664645373821259,0.09060806035995483,0.07263049483299255,0.21093867719173431,0.12102311849594116,0.059472791850566864,0.07697945833206177,0.0015789183089509606,291.7483825683594,290.0921325683594,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20190309,2019-03-09,97.65316772460938,24.15859031677246,001_1,0.12064091116189957,0.0970856249332428,0.07682961225509644,0.061100516468286514,0.2076752632856369,0.1279555857181549,0.07092161476612091,0.0627373605966568,0.0013299350393936038,291.650146484375,290.78948974609375,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20190325,2019-03-25,97.65316772460938,24.15859031677246,001_1,0.14070074260234833,0.1179909035563469,0.09485121816396713,0.07517412304878235,0.2115287184715271,0.14256338775157928,0.07519800215959549,0.08420074731111526,0.001432793098501861,296.3724365234375,294.6851501464844,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20190410,2019-04-10,97.65316772460938,24.15859031677246,001_1,0.10737892985343933,0.08515477925539017,0.07309024035930634,0.053337957710027695,0.2685040235519409,0.14175833761692047,0.0718429684638977,0.05814563110470772,0.0010658475803211331,295.35772705078125,293.43218994140625,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20190426,2019-04-26,97.65316772460938,24.15859031677246,001_1,0.18905097246170044,0.1654798984527588,0.13462918996810913,0.10893124341964722,0.28044095635414124,0.16262944042682648,0.08305788040161133,0.12386324256658554,0.0012498106807470322,298.4444885253906,296.14447021484375,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20190512,2019-05-12,97.65316772460938,24.15859031677246,001_1,0.31423813104629517,0.31143802404403687,0.26881155371665955,0.27105167508125305,0.4244551956653595,0.3222292363643646,0.26288822293281555,0.2936680316925049,0.032007526606321335,292.4810791015625,287.3575744628906,6896
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20190528,2019-05-28,97.65316772460938,24.15859031677246,001_1,0.5578546524047852,0.552714467048645,0.5504442453384399,0.5656505227088928,0.6600790619850159,0.5215738415718079,0.4385606348514557,0.5399283766746521,0.004219190217554569,283.66790771484375,283.6005554199219,2800
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20190816,2019-08-16,97.65316772460938,24.15859031677246,001_1,0.6267068386077881,0.6246514916419983,0.5733339190483093,0.5914785265922546,0.7128108143806458,0.40837499499320984,0.29336342215538025,0.5717426538467407,0.013591867871582508,268.10687255859375,268.99609375,2800
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20190901,2019-09-01,97.65316772460938,24.15859031677246,001_1,0.19504442811012268,0.17633259296417236,0.15987248718738556,0.13980960845947266,0.4527318775653839,0.2525760233402252,0.16415075957775116,0.15410806238651276,0.00218416890129447,281.56976318359375,279.99298095703125,2800
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20190917,2019-09-17,97.65316772460938,24.15859031677246,001_1,0.12018965929746628,0.09435015916824341,0.07468613237142563,0.0447838194668293,0.3620547950267792,0.14972051978111267,0.05831879377365112,0.06012964993715286,0.001207231660373509,294.2182922363281,292.07086181640625,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20191019,2019-10-19,97.65316772460938,24.15859031677246,001_1,0.1707075983285904,0.15596561133861542,0.12934741377830505,0.10740223526954651,0.26218023896217346,0.1459224671125412,0.09441585838794708,0.11153309047222137,0.0014974299119785428,287.0389709472656,285.1055603027344,2800
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20191104,2019-11-04,97.65316772460938,24.15859031677246,001_1,0.18752707540988922,0.1639370173215866,0.14661914110183716,0.12455549091100693,0.42817339301109314,0.212837815284729,0.12677574157714844,0.13218757510185242,0.009741299785673618,286.44317626953125,282.155517578125,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20191120,2019-11-20,97.65316772460938,24.15859031677246,001_1,0.11221444606781006,0.08550669252872467,0.057393260300159454,0.034812793135643005,0.17430324852466583,0.05021536350250244,0.020008381456136703,0.04495157301425934,0.001106586423702538,289.59515380859375,288.6678771972656,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20191206,2019-12-06,97.65316772460938,24.15859031677246,001_1,0.10399731248617172,0.0791373923420906,0.0545961931347847,0.03250911459326744,0.24235230684280396,0.09500949084758759,0.03881970793008804,0.04121008515357971,0.001816679839976132,287.83258056640625,287.3908996582031,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20191222,2019-12-22,97.65316772460938,24.15859031677246,001_1,0.1069396436214447,0.08188237994909286,0.05742013826966286,0.033784326165914536,0.22759798169136047,0.10961726307868958,0.04429647698998451,0.041486628353595734,0.0011900481767952442,288.99273681640625,288.31378173828125,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20200107,2020-01-07,97.65316772460938,24.15859031677246,001_1,0.10762600600719452,0.08175087720155716,0.05617278441786766,0.03320200741291046,0.19627471268177032,0.0928732231259346,0.03778956085443497,0.04290517792105675,0.0010891250567510724,286.4378662109375,285.7238464355469,2720
LANDSAT/LC08/C01/T1_TOA/LC08_132043_20200123,2020-01-23,97.65316772460938,24.15859031677246,001_1,0.10786375403404236,0.081999272108078,0.05974821001291275,0.0358172282576561,0.20593324303627014,0.10406015068292618,0.046752579510211945,0.04418514668941498,6.656236364506185E-4,288.7420349121094,287.96173095703125,2720
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20150913,2015-09-13,97.65316772460938,24.15859031677246,001_1,0.4078027307987213,0.3938969671726227,0.3608592450618744,0.361250638961792,0.5400686860084534,0.33295562863349915,0.257924348115921,0.37167996168136597,0.024219973012804985,262.5255432128906,262.3129577636719,6896
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20150929,2015-09-29,97.65316772460938,24.15859031677246,001_1,0.10708464682102203,0.08262941241264343,0.06230204552412033,0.03827879950404167,0.2947827875614166,0.13062791526317596,0.0486464723944664,0.05147838592529297,0.0010799614246934652,293.8087463378906,291.6090393066406,2720
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20151015,2015-10-15,97.65316772460938,24.15859031677246,001_1,0.09393379092216492,0.06964363902807236,0.04118654876947403,0.02431556023657322,0.0779775008559227,0.025001579895615578,0.0091469157487154,0.03412309288978577,0.00167693046387285,290.16107177734375,288.4999694824219,2976
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20151116,2015-11-16,97.65316772460938,24.15859031677246,001_1,0.10138950496912003,0.07776818424463272,0.05632096901535988,0.035079412162303925,0.24714243412017822,0.10564956814050674,0.0398683100938797,0.045979298651218414,6.757283117622137E-4,289.93353271484375,289.191162109375,2720
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20151202,2015-12-02,97.65316772460938,24.15859031677246,001_1,0.5503541827201843,0.533218502998352,0.5335014462471008,0.5398526787757874,0.6338002681732178,0.34592074155807495,0.22207218408584595,0.5152653455734253,0.011822044849395752,263.9231262207031,264.0751953125,2800
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20151218,2015-12-18,97.65316772460938,24.15859031677246,001_1,0.11474863439798355,0.08847810328006744,0.06381864845752716,0.04139498993754387,0.23137140274047852,0.09380454570055008,0.03616718947887421,0.05257394164800644,0.0010521300137043,286.2897033691406,285.2842712402344,2720
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20160103,2016-01-03,97.65316772460938,24.15859031677246,001_1,0.10050049424171448,0.07612970471382141,0.053383633494377136,0.033422794193029404,0.20365360379219055,0.08707169443368912,0.034351203590631485,0.04254111647605896,0.0010278770932927728,286.68609619140625,286.0272216796875,2720
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20160119,2016-01-19,97.65316772460938,24.15859031677246,001_1,0.1114787757396698,0.08673427999019623,0.061796966940164566,0.04116583988070488,0.1981809288263321,0.08789116889238358,0.03525286912918091,0.05263828858733177,9.640649077482522E-4,285.4684143066406,285.23193359375,2720
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20160204,2016-02-04,97.65316772460938,24.15859031677246,001_1,0.11918208748102188,0.0957077369093895,0.07162994146347046,0.049965955317020416,0.20876477658748627,0.09338444471359253,0.03934517130255699,0.06191433593630791,0.0018707001581788063,286.96533203125,286.62872314453125,2720
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20160220,2016-02-20,97.65316772460938,24.15859031677246,001_1,0.1898234784603119,0.1668306142091751,0.13965722918510437,0.11761195957660675,0.27527329325675964,0.14528700709342957,0.07187706977128983,0.12480245530605316,0.007051138207316399,286.96270751953125,285.59490966796875,2752
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20160307,2016-03-07,97.65316772460938,24.15859031677246,001_1,0.1604994386434555,0.1358843743801117,0.10998326539993286,0.08698863536119461,0.2563875615596771,0.1280137300491333,0.05859258025884628,0.1018039658665657,0.0010031163692474365,289.8618469238281,288.35284423828125,2800
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20160323,2016-03-23,97.65316772460938,24.15859031677246,001_1,0.11251094937324524,0.09041658043861389,0.07177670300006866,0.04908259958028793,0.2585352957248688,0.10464237630367279,0.04421272128820419,0.06210891902446747,8.876082138158381E-4,291.9269714355469,291.0044250488281,2720
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20160408,2016-04-08,97.65316772460938,24.15859031677246,001_1,0.10742443799972534,0.08547089993953705,0.06997830420732498,0.0458407923579216,0.2821199595928192,0.1114283949136734,0.044908054172992706,0.05939966067671776,7.962375530041754E-4,295.51611328125,293.8847351074219,2720
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20160510,2016-05-10,97.65316772460938,24.15859031677246,001_1,0.10755906254053116,0.08518056571483612,0.06965790688991547,0.0444120354950428,0.3108411729335785,0.12698394060134888,0.04967249184846878,0.05859801918268204,9.054839028976858E-4,296.3893737792969,294.0256652832031,2720
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20160526,2016-05-26,97.65316772460938,24.15859031677246,001_1,0.5797081589698792,0.5706261396408081,0.5436584949493408,0.5519479513168335,0.6243900656700134,0.4236641824245453,0.2910535931587219,0.5455648303031921,0.0036627985537052155,278.01019287109375,277.5035400390625,2800
LANDSAT/LC08/C01/T1_TOA/LC08_133043_20160915,2016-09-15,97.65316772460938,24.15859031677246,001_1,0.14107854664325714,0.12049784511327744,0.09125888347625732,0.07408128678798676,0.180827796459198,0.07799370586872101,0.048708442598581314,0.11392312496900558,0.0013890195405110717,289.70294189453125,288.1363830566406,2800
